Référence,Version,Prédéterminé,Type,EAN13,Famille,Catalogue,"Tarif national",Garantie,"Étiquette V/F","Fiche technique",Description,masterfile.tender_text,masterfile.codi_duaner,Matériel,Fini,grand,Largeur,Hauteur,Projection,"Source de lumière","Inclure une ampoule","Efficacité énergétique","Unités masterbox","Produit déclassé","Lancement de produit","Poids emballé (kg)","Weight master box","Poids net (kg)","Unité de volume (m3)","Volume Master box (m3)","Length Box 1","Largeur de la boîte 1","Boîte de hauteur 1","Length Box 2","Largeur de la boîte 2","Boîte de hauteur 2","Length Box 3","Largeur de la boîte 3","Boîte de hauteur 3","Length MB 1","Largeur MB 1","Hauteur MB 1","Length MB 2","Largeur MB 2","Hauteur MB 2","Length MB 3","Largeur MB 3","Hauteur MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Température de couleur LED (K)",CRI,"Faisceau de lumière (°)","Réglementation de type",IP,IK,"Image Web","Image d'environnement 1","Image d'environnement 2","Image d'environnement 3","Image de détail 1","Image de détail 2",IMC,EE,Photométrie,masterfile.ploma_comercial,Accessoires,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Código RETILAP","Maroc Code","Pays Code 4","Pays Code 5","Pays Code 6",Modèle
05-2838-21-21,V0,Non,"Lumière de lecture",8435381453220,"Book Round Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-2838-21-21.html,"LUMIÈRE DE LECTURE BOOK ROUND SURFACE LED 3000K CHROME 28LM","LedsC4 Book Round Surface 05-2838-21-21  Lumière de lecture à usage intérieur pour éclairer vers le bas.   Prix-rendement optimal. Confort visuel optimal. Installation facile. Durabilité élevée pour usage intensif. Matière de la structure: Acier, Aluminium. Finition structure: Chrome. Garantie: 3 Ans.  Poids net du produit (kg): 0.22 Longueur du produit (mm): 340 Largeur ou diamètre du produit (mm): 90  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 1W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR:  13.0. Risque photobiologique: RG2. Flux réel (lm): 28. Flux nominal (lm): 94. Lm/W réels: 28. Tension: 3. Appareillage fourni: Oui. Appareillage multitension fourni.",9405119090,"Acier, Aluminium",Chrome,340,90,,,"1xLED 1 94.00 lm",Oui,G,6,"Descatalogado FR",2011,"0,6","3,6","0,22","0,007","0,042",260,120,180,,,,,,,,,,,,,,,,,"94,00",28,3000K,80,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/05-2838-21-21,,,,,,https://files.ledsc4.com/imc/05-2838-21-21.html,https://files.ledsc4.com/el/05-2838-21-21.html,https://files.ledsc4.com/fm/05-2838-21-21.html,https://files.ledsc4.com/pl/05-2838-21-21.html,,https://files.ledsc4.com/3d/05-2838-21-21.html,https://files.ledsc4.com/ies/05-2838-21-21.html,https://files.ledsc4.com/ldt/05-2838-21-21.html,,,FX-LED-I,,,,"Book Model 4"
05-2845-21-21,V0,Oui,"Lumière de lecture",8435111066362,"Book Rectangular Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-2845-21-21.html,"LUMIÈRE DE LECTURE BOOK RECTANGULAR SURFACE LED 3W 3000K CHROME 125LM","LedsC4 Book Rectangular Surface 05-2845-21-21  Lumière de lecture à usage intérieur pour éclairer vers le bas.   Prix-rendement optimal. Confort visuel optimal. Installation facile. Durabilité élevée pour usage intensif. Matière de la structure: Acier, Aluminium. Finition structure: Chrome. Garantie: 3 Ans.  Poids net du produit (kg): 0.59 Largeur ou diamètre du produit (mm): 65 Hauteur du produit (mm): Min 205 Max 445 Sortie du produit (mm): Min 40 Max 230  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 3W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR:  19.7. Risque photobiologique: RG2. Flux réel (lm): 125. Flux nominal (lm): 182. Lm/W réels: 42. Tension: 3. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 3.",9405119090,"Acier, Aluminium",Chrome,,65,"Min 205 Max 445","Min 40 Max 230","1xLED 3 182.00 lm",Oui,E,6,"Descatalogado FR",2011,"0,76","4,56","0,59","0,004","0,024",260,65,185,,,,,,,,,,,,,,,,3,"182,00",125,3000K,80,MEDIUM,,IP20,,https://files.ledsc4.com/main-photo/05-2845-21-21,https://files.ledsc4.com/ambience-photo/1/05-2845-21-21,https://files.ledsc4.com/ambience-photo/2/05-2845-21-21,,https://files.ledsc4.com/detail-photo/1/05-2845-21-21,https://files.ledsc4.com/detail-photo/2/05-2845-21-21,https://files.ledsc4.com/imc/05-2845-21-21.html,https://files.ledsc4.com/el/05-2845-21-21.html,https://files.ledsc4.com/fm/05-2845-21-21.html,https://files.ledsc4.com/pl/05-2845-21-21.html,,https://files.ledsc4.com/3d/05-2845-21-21.html,https://files.ledsc4.com/ies/05-2845-21-21.html,https://files.ledsc4.com/ldt/05-2845-21-21.html,,RETILAP-DECORATIVE,FX-LED-I,,,,"Book Model 2"
DM-0061-N3-00,V0,Non,"Encastrables au plafond",8435381496159,"Multidir One LED 180mm Trim",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/DM-0061-N3-00.html,"ENCASTRABLES AU PLAFOND MULTIDIR ONE LED 180MM TRIM G53 100W GRIS IP23","LedsC4 Multidir One LED 180mm Trim DM-0061-N3-00  Encastrables au plafond à usage intérieur pour éclairer vers le bas.   Système de cardan à haute directionnalité. Source lumineuse orientable. Matière de la structure: Acier, Aluminium. Finition structure: Gris. Garantie: 3 Ans.  Poids net du produit (kg): 0.96 Longueur du produit (mm): 180 Largeur ou diamètre du produit (mm): 180 Hauteur du produit (mm): 135 Ø de l&#039;orifice pour l&#039;encastrement (mm): 160x160 Épaisseur de plafond admise: 0-25  Classe 3. Essai au fil incandescent: 850. IP: IP23. Puissance totale: 100.",9405199090,"Acier, Aluminium",Gris,180,180,135,,,Non,"NA EPREL",6,"Descatalogado FR",2011,"1,27","7,62","0,96","0,01","0,06",240,225,150,,,,,,,470,265,470,,,,,,,100,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0061-N3-00,https://files.ledsc4.com/ambience-photo/1/DM-0061-N3-00,,,,,https://files.ledsc4.com/imc/DM-0061-N3-00.html,,,https://files.ledsc4.com/pl/DM-0061-N3-00.html,,https://files.ledsc4.com/3d/DM-0061-N3-00.html,,,,,DW-LED-III,,,,"Multidir One LED 180mm Trim"
DM-0082-14-00,V0,Non,"Encastrables au plafond",8435381496203,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/DM-0082-14-00.html,"ENCASTRABLES AU PLAFOND MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W 39.9º BLANC","LedsC4 Multidir Double LED 299mm Trimless DM-0082-14-00  Encastrables au plafond à usage intérieur pour éclairer vers le bas.   Système de cardan à haute directionnalité. Source lumineuse orientable. Matière de la structure: Acier, Aluminium. Finition structure: Blanc. Garantie: 3 Ans.  Poids net du produit (kg): 2.58 Longueur du produit (mm): 299 Largeur ou diamètre du produit (mm): 155 Hauteur du produit (mm): 135 Ø de l&#039;orifice pour l&#039;encastrement (mm): 300x156 Épaisseur de plafond admise: 0-25  Classe 3. IP: IP23. Puissance totale: 200.",9405199090,"Acier, Aluminium",Blanc,299,155,135,,,Non,"NA EPREL",4,"Descatalogado FR",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,978,,,"EXTRA MEDIUM",,IP23,,https://files.ledsc4.com/main-photo/DM-0082-14-00,,,,,,https://files.ledsc4.com/imc/DM-0082-14-00.html,,https://files.ledsc4.com/fm/DM-0082-14-00.html,https://files.ledsc4.com/pl/DM-0082-14-00.html,,https://files.ledsc4.com/3d/DM-0082-14-00.html,https://files.ledsc4.com/ies/DM-0082-14-00.html,https://files.ledsc4.com/ldt/DM-0082-14-00.html,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
DM-0082-60-00,V0,Non,"Encastrables au plafond",8435526801091,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/DM-0082-60-00.html,"ENCASTRABLES AU PLAFOND MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W NOIR IP23","LedsC4 Multidir Double LED 299mm Trimless DM-0082-60-00  Encastrables au plafond à usage intérieur pour éclairer vers le bas.   Système de cardan à haute directionnalité. Source lumineuse orientable. Matière de la structure: Acier, Aluminium. Finition structure: Noir. Garantie: 3 Ans.  Poids net du produit (kg): 2.58 Longueur du produit (mm): 299 Largeur ou diamètre du produit (mm): 155 Hauteur du produit (mm): 135 Ø de l&#039;orifice pour l&#039;encastrement (mm): 300x156 Épaisseur de plafond admise: 0-25  Classe 3. IP: IP23. Puissance totale: 200.",9405199090,"Acier, Aluminium",Noir,299,155,135,,,Non,,4,"Descatalogado FR",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0082-60-00,,,,,,https://files.ledsc4.com/imc/DM-0082-60-00.html,,,https://files.ledsc4.com/pl/DM-0082-60-00.html,,https://files.ledsc4.com/3d/DM-0082-60-00.html,,,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
ACT-9105-60-00,V0,Oui,Accessoire,8435111095928,"Kit Ceiling Surface",Architectural,,3,,https://files.ledsc4.com/ft2/fr/ACT-9105-60-00.html,"KIT D INSTALLATION DE SURFACE SANS RAIL NOIR","LedsC4 Kit Ceiling Surface ACT-9105-60-00  Accessoire à usage intérieur  Matière de la structure: ABS. Garantie: 3 Ans.  Poids net du produit (kg): 0.0.",9405990090,ABS,,,,,,,Non,"NA EPREL",1,"Descatalogado FR",2011,"0,09","0,09","0,09","0,001","0,001",100,100,32,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9105-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9105-60-00.html,,,https://files.ledsc4.com/pl/ACT-9105-60-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-14-00,V0,Oui,Accessoire,8435111095942,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/fr/ACT-9106-14-00.html,"BOÎTIER À ENCASTRER","LedsC4 ACCESSORY ACT-9106-14-00  Accessoire à usage intérieur  Matière de la structure: ABS. Garantie: 5 Ans.  Poids net du produit (kg): 0.1 Ø de l&#039;orifice pour l&#039;encastrement (mm): 105x114 Épaisseur de plafond admise: 0-3.",9405990090,ABS,,,,,,,Non,"NA EPREL",1,"Inactivo FR",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-14-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-14-00.html,,,https://files.ledsc4.com/pl/ACT-9106-14-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-60-00,V0,Oui,Accessoire,8435111095959,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/fr/ACT-9106-60-00.html,"BOÎTIER À ENCASTRER","LedsC4 ACCESSORY ACT-9106-60-00  Accessoire à usage intérieur  Matière de la structure: ABS. Garantie: 5 Ans.  Poids net du produit (kg): 0..",9405990090,ABS,,,,,,,Non,"NA EPREL",1,"Inactivo FR",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-60-00.html,,,https://files.ledsc4.com/pl/ACT-9106-60-00.html,,,,,,,NA-Accessory,,,,
71-3454-54-M2,V0,Oui,Profil,8435111079386,"Lineal Surfaced A",Architectural,"54,3",5,,https://files.ledsc4.com/ft2/fr/71-3454-54-M2.html,"PROFIL LINEAL SURFACED A IP20 ALUMINIUM","LedsC4 Lineal Surfaced A 71-3454-54-M2  Profil à usage intérieur   Agrafes de fixation, caches et diffuseur fournis. Diffuseur à homogénéité élevée sans ombres ni points marqués. Matière de la structure: Aluminium. Finition structure: Aluminium anodisé. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 5 Ans.  Poids net du produit (kg): 0.57 Longueur du produit (mm): 2000 Largeur ou diamètre du produit (mm): 25 Hauteur du produit (mm): 19,5  IP: IP20.",9405990090,"Aluminium, PMMA","Aluminium anodisé, Transparent",2000,25,"19,5",,,Non,"NA EPREL",20,"Discontinuo FR",2011,"1,05",21,"0,57","0,004","0,08",2025,40,40,,,,,,,2045,230,180,,,,,,,,,,,,,,IP20,,https://files.ledsc4.com/main-photo/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/1/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/2/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/3/71-3454-54-M2,,,https://files.ledsc4.com/imc/71-3454-54-M2.html,,https://files.ledsc4.com/fm/71-3454-54-M2.html,https://files.ledsc4.com/pl/71-3454-54-M2.html,https://files.ledsc4.com/ft3/fr/71-3454-54-M2.html,https://files.ledsc4.com/3d/71-3454-54-M2.html,https://files.ledsc4.com/ies/71-3454-54-M2.html,https://files.ledsc4.com/ldt/71-3454-54-M2.html,,,NA-Accessory,,,,"Lineal Surface A"
10-4409-21-12,V0,Oui,"Lampe de table",8435111083253,Emy,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/10-4409-21-12.html,"LAMPE DE TABLE EMY E14 9W CHROME 403LM","LedsC4 Emy 10-4409-21-12  Lampe de table à usage intérieur pour éclairer vers le bas.  Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium. Finition structure: Chrome. Matière du diffuseur: Polycarbonate. Finition diffuseur: Fumé, Opale. Garantie: 3 Ans.  Poids net du produit (kg): 4.18 Largeur ou diamètre du produit (mm): 205 Hauteur du produit (mm): Min 540 Max 570 Sortie du produit (mm): Min 260 Max 340  Classe 1. IP: IP20. Puissance totale: 9.",9405299090,"Aluminium, Polycarbonate","Chrome, Fumé, Opale",,205,"Min 540 Max 570","Min 260 Max 340",,Non,"NA EPREL",1,"Descatalogado FR",2014,"5,18","5,18","4,19","0,05308","0,05308",300,250,625,270,270,85,,,,,,,,,,,,,9,,403,,,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/10-4409-21-12,https://files.ledsc4.com/ambience-photo/1/10-4409-21-12,,,https://files.ledsc4.com/detail-photo/1/10-4409-21-12,https://files.ledsc4.com/detail-photo/2/10-4409-21-12,https://files.ledsc4.com/imc/10-4409-21-12.html,,https://files.ledsc4.com/fm/10-4409-21-12.html,https://files.ledsc4.com/pl/10-4409-21-12.html,,https://files.ledsc4.com/3d/10-4409-21-12.html,https://files.ledsc4.com/ies/10-4409-21-12.html,https://files.ledsc4.com/ldt/10-4409-21-12.html,,RETILAP-DECORATIVE,PR-INC-I,,,,
05-4695-81-82,V0,Oui,"Applique murale",8435111086643,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-4695-81-82.html,"APPLIQUE TORINO E27 60 NICKEL SATINÉ. ABAT-JOUR NON FOURNI.","LedsC4 Torino 05-4695-81-82  Applique murale à usage intérieur pour éclairer frontalement.   Design de Nahtrang. Design intemporel. Très personnalisable : accessoires, finitions… Finitions de grande qualité. Prix-rendement optimal. Installation facile. Collection complète avec produits complémentaires. Durabilité élevée pour usage intensif. Source lumineuse orientable. Matière de la structure: Acier. Finition structure: Nickel satiné. Garantie: 3 Ans.  Poids net du produit (kg): 0.58 Largeur ou diamètre du produit (mm): 140 Hauteur du produit (mm): 239 Sortie du produit (mm): 249  Classe 1. Essai au fil incandescent: 850. IP: IP20. E27. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 15W. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Risque photobiologique: RG2. Flux nominal (lm): 182. Tension: 3. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 3W. Durée de vie en heures: 50.000h L80B20. Flux nominal (lm): 182. Plage de tension/fréquence: 100-240/50-60Hz. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 18.3.",9405119090,Acier,"Nickel satiné",,140,239,249,"1xE27 15 182.00 lm",Oui,E,8,"Descatalogado FR",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3","182,00",,,80,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-81-82,,,,,,https://files.ledsc4.com/imc/05-4695-81-82.html,https://files.ledsc4.com/el/05-4695-81-82.html,https://files.ledsc4.com/fm/05-4695-81-82.html,https://files.ledsc4.com/pl/05-4695-81-82.html,https://files.ledsc4.com/ft3/fr/05-4695-81-82.html,https://files.ledsc4.com/3d/05-4695-81-82.html,https://files.ledsc4.com/ies/05-4695-81-82.html,https://files.ledsc4.com/ldt/05-4695-81-82.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
05-4695-Y2-82,V0,Oui,"Applique murale",8435111086650,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-4695-Y2-82.html,"APPLIQUE TORINO E27 60 MARRON. ABAT-JOUR NON FOURNI.","LedsC4 Torino 05-4695-Y2-82  Applique murale à usage intérieur pour éclairer frontalement.   Design de Nahtrang. Design intemporel. Très personnalisable : accessoires, finitions… Finitions de grande qualité. Prix-rendement optimal. Installation facile. Collection complète avec produits complémentaires. Durabilité élevée pour usage intensif. Source lumineuse orientable. Matière de la structure: Acier. Finition structure: Marrón envejecido. Garantie: 3 Ans.  Poids net du produit (kg): 0.58 Largeur ou diamètre du produit (mm): 140 Hauteur du produit (mm): 239 Sortie du produit (mm): 249  Classe 1. Essai au fil incandescent: 850. IP: IP20. E27. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 15W. Durée de vie en heures: 50.000h L80B20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 3W. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Risque photobiologique: RG2. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 18.3.",9405119090,Acier,"Marrón envejecido",,140,239,249,,Oui,,8,"Descatalogado FR",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3",,,,,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-Y2-82,https://files.ledsc4.com/ambience-photo/1/05-4695-Y2-82,,,,,https://files.ledsc4.com/imc/05-4695-Y2-82.html,,,https://files.ledsc4.com/pl/05-4695-Y2-82.html,https://files.ledsc4.com/ft3/fr/05-4695-Y2-82.html,https://files.ledsc4.com/3d/05-4695-Y2-82.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
30-4398-J7-J7,V0,Non,Ventilateur,8435111082614,"Phuket ø1320mm",Forlight,"311,1",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/30-4398-J7-J7.html,"VENTILATEUR PHUKET Ø1320MM MARRON CUIVRÉ MARRON","LedsC4 Phuket ø1320mm 30-4398-J7-J7  Ventilateur à usage intérieur pour éclairer vers le bas.   Adapté à un usage intensif. Matière de la structure: Acier. Finition structure: Marron cuivré. Matière des pales: ABS. Finition pales: Marron. Garantie: 5 Ans.  Poids net du produit (kg): 8.36 Largeur ou diamètre du produit (mm): 1320 Hauteur du produit (mm): 330  Classe 1. IP: IP23. Appareillage fourni: No.",8414510090,Acier,"Marron cuivré",,1320,330,,,Non,"NA EPREL",1,"Discontinuo FR",2014,"9,48","9,48","8,36","0,064","0,064",590,340,320,,,,,,,,,,,,,,,,,,,,,,,IP23,,https://files.ledsc4.com/main-photo/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/1/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/2/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/3/30-4398-J7-J7,https://files.ledsc4.com/detail-photo/1/30-4398-J7-J7,,https://files.ledsc4.com/imc/30-4398-J7-J7.html,,,https://files.ledsc4.com/pl/30-4398-J7-J7.html,https://files.ledsc4.com/ft3/fr/30-4398-J7-J7.html,https://files.ledsc4.com/3d/30-4398-J7-J7.html,,,,,NA-Accessory,,,,
15-0074-14-05,V0,Oui,"Applique de plafond",8435111088166,"Pipe Double",Decorative,"65,51",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/15-0074-14-05.html,"APPLIQUE DE PLAFOND PIPE DOUBLE GU10 16W BLANC 605LM","LedsC4 Pipe Double 15-0074-14-05  Applique de plafond à usage intérieur pour éclairer vers le bas.   Idéal compositions « déco-tech ». Design minimaliste. Très polyvalent. Nombreuses installations. Très personnalisable : accessoires, finitions… Prix-rendement optimal. Confort visuel optimal. Double installation encastrée/surface. Installation facile. Collection complète avec produits complémentaires. Durabilité élevée pour usage intensif. Source lumineuse orientable. Matière de la structure: Aluminium, Acier. Finition structure: Blanc. Garantie: 5 Ans.  Poids net du produit (kg): 0.82 Longueur du produit (mm): 204 Largeur ou diamètre du produit (mm): 68 Hauteur du produit (mm): 140  Classe 1. Essai au fil incandescent: 850. IP: IP23. Puissance totale: 16.",9405199090,"Aluminium, Acier",Blanc,204,68,140,,,Non,"NA EPREL",6,"Discontinuo FR",2012,"1,12","6,72","0,82","0,005","0,03",240,180,85,,,,,,,380,290,270,,,,,,,16,,605,,,MEDIUM,,IP23,,https://files.ledsc4.com/main-photo/15-0074-14-05,https://files.ledsc4.com/ambience-photo/1/15-0074-14-05,,,,,https://files.ledsc4.com/imc/15-0074-14-05.html,,https://files.ledsc4.com/fm/15-0074-14-05.html,https://files.ledsc4.com/pl/15-0074-14-05.html,https://files.ledsc4.com/ft3/fr/15-0074-14-05.html,https://files.ledsc4.com/3d/15-0074-14-05.html,https://files.ledsc4.com/ies/15-0074-14-05.html,https://files.ledsc4.com/ldt/15-0074-14-05.html,,RETILAP-DECORATIVE,FX-INC-I,,,,"Pipe Ceiling Double"
10-1523-21-21,V0,Non,"Lampe de table",8435381449995,Elva,Decorative,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/10-1523-21-21.html,"LAMPE DE TABLE ELVA LED 8W 3000K CHROME 301LM","LedsC4 Elva 10-1523-21-21  Lampe de table à usage intérieur pour éclairer vers le bas.   Design intemporel. Finitions de grande qualité. Confort visuel optimal. Source lumineuse orientable. Matière de la structure: Aluminium, Acier. Finition structure: Chrome. Garantie: 2 Ans.  Poids net du produit (kg): 1.95 Largeur ou diamètre du produit (mm): 65 Hauteur du produit (mm): 550 Sortie du produit (mm): 360  Classe 2. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CITIZEN. Puissance maximale de la source lumineuse: 6W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR:  19.8. Risque photobiologique: RG1. Flux réel (lm): 301. Flux nominal (lm): 434. Lm/W réels: 38. Plage de tension/fréquence: 100-240. Tension: 9.1. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 8. Facteur de puissance: 0.49.",9405219090,"Aluminium, Acier",Chrome,,65,550,360,"1xLED 6 434 lm",Oui,F,6,"Descatalogado FR",2012,"2,83","16,98","1,95","0,016","0,096",615,225,95,,,,,,,,,,,,,,,,8,434,301,3000K,80,,,IP20,,https://files.ledsc4.com/main-photo/10-1523-21-21,,,,,,https://files.ledsc4.com/imc/10-1523-21-21.html,https://files.ledsc4.com/el/10-1523-21-21.html,https://files.ledsc4.com/fm/10-1523-21-21.html,https://files.ledsc4.com/pl/10-1523-21-21.html,,https://files.ledsc4.com/3d/10-1523-21-21.html,https://files.ledsc4.com/ies/10-1523-21-21.html,https://files.ledsc4.com/ldt/10-1523-21-21.html,,,FX-LED-II,,,,
05-1411-21-F9,V0,Oui,"Salle de bains",8435111098707,"Dresde On",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-1411-21-F9.html,"SALLE DE BAINS IP44 DRESDE ON E14 9W CHROME","LedsC4 Dresde On 05-1411-21-F9  Salle de bains à usage intérieur pour éclairer frontalement.   Design intemporel. Installation facile. Protection IP idéale salles de bains. Durabilité élevée pour usage intensif. Matière de la structure: Acier, Aluminium. Finition structure: Chrome. Matière du diffuseur: Verre. Finition diffuseur: Blanc. Garantie: 3 Ans.  Poids net du produit (kg): 0.9 Largeur ou diamètre du produit (mm): 58 Hauteur du produit (mm): 220 Sortie du produit (mm): 110  Classe 1. Essai au fil incandescent: 850. IP: IP44. Puissance totale: 9.",9405199090,"Acier, Aluminium, Verre","Chrome, Blanc",,58,220,110,,Non,"NA EPREL",6,"Descatalogado FR",2012,"1,32","7,92","0,9","0,008","0,048",215,195,165,,,,,,,410,235,535,,,,,,,9,,,,,,,IP44,,https://files.ledsc4.com/main-photo/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/1/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/2/05-1411-21-F9,,https://files.ledsc4.com/detail-photo/1/05-1411-21-F9,https://files.ledsc4.com/detail-photo/2/05-1411-21-F9,https://files.ledsc4.com/imc/05-1411-21-F9.html,,,https://files.ledsc4.com/pl/05-1411-21-F9.html,,https://files.ledsc4.com/3d/05-1411-21-F9.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
05-1507-21-M1,V0,Non,"Salle de bains",8435381452704,"Toilet Q 580mm",Decorative,"179,21",5,"110-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-1507-21-M1.html,"APPLIQUE IP44 TOILET Q 580MM LED 13W 3000K CHROME 367LM","LedsC4 Toilet Q 580mm 05-1507-21-M1  Salle de bains à usage intérieur pour éclairer frontalement.   Design intemporel. Protection IP idéale salles de bains. Durabilité élevée pour usage intensif. Matière de la structure: Aluminium. Finition structure: Chrome. Matière du diffuseur: Polycarbonate. Finition diffuseur: Opale. Garantie: 5 Ans.  Poids net du produit (kg): 0.76 Largeur ou diamètre du produit (mm): 580 Hauteur du produit (mm): 40 Sortie du produit (mm): 75  Classe 2. Essai au fil incandescent: 850. IP: IP44. IK: IK01. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 10W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Durée de vie en heures: 50.000h L80B20. Facteur UGR:  10.0. Flux réel (lm): 367. Flux nominal (lm): 910. Lm/W réels: 28. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 13.",9405119090,"Aluminium, Polycarbonate","Chrome, Opale",,580,40,75,"1xLED 10 910 lm",Oui,F,8,"Discontinuo FR",2012,"1,07","8,56","0,76","0,009","0,072",635,85,130,,,,,,,,,,,,,,,,13,910,367,3000K,80,,,IP44,IK01,https://files.ledsc4.com/main-photo/05-1507-21-M1,,,,,,https://files.ledsc4.com/imc/05-1507-21-M1.html,https://files.ledsc4.com/el/05-1507-21-M1.html,https://files.ledsc4.com/fm/05-1507-21-M1.html,https://files.ledsc4.com/pl/05-1507-21-M1.html,,https://files.ledsc4.com/3d/05-1507-21-M1.html,https://files.ledsc4.com/ies/05-1507-21-M1.html,https://files.ledsc4.com/ldt/05-1507-21-M1.html,,,FX-LED-II,,,,"Toilet Q 580mm"
